City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
276,trinidad,-14.8333,-64.9,304.14,70,75,0.0,BO,1714862124
277,mount pearl,47.5166,-52.7813,275.62,93,100,6.17,CA,1714861997
278,shingu,33.7333,135.9833,292.26,57,52,0.74,JP,1714862124
279,lukolela,-1.0605,17.1821,295.83,85,67,0.77,CD,1714862124
280,castillos,-34.1667,-53.8333,289.62,95,92,3.16,UY,1714862124
281,kapa'a,22.0752,-159.319,301.14,73,75,8.75,US,1714862078
282,okha,53.5739,142.9478,276.07,56,31,2.68,RU,1714862124
283,progreso,21.2833,-89.6667,312.21,81,0,8.78,MX,1714862124
284,peterhead,57.5058,-1.7981,284.51,94,99,4.18,GB,1714862124
285,aasiaat,68.7098,-52.8699,261.42,87,28,2.04,GL,1714862010
286,karagandy,49.8019,73.1021,280.12,51,98,4.83,KZ,1714862124
287,petropavlovsk-kamchatsky,53.0452,158.6483,275.48,78,75,3.58,RU,1714861939
288,slave lake,55.2834,-114.769,287.14,28,0,2.57,CA,1714862124
289,jianshui,23.6363,102.8264,290.18,58,44,1.44,CN,1714862124
290,vine grove,37.8101,-85.9814,298.67,76,0,4.63,US,1714862124
291,anadyr,64.75,177.4833,268.43,73,0,5.81,RU,1714862124
292,kotlas,61.2611,46.6556,272.62,63,64,0.45,RU,1714862125
293,milledgeville,33.0801,-83.2321,299.23,70,100,0.0,US,1714862125
294,medicine hat,50.0501,-110.6683,290.49,24,40,4.12,CA,1714862125
295,kwang binh,17.4833,106.6,300.01,73,50,1.23,VN,1714862125
296,la ronge,55.1001,-105.2842,285.27,35,75,3.09,CA,1714862125
297,hinthada,17.6333,95.4667,300.36,80,0,2.66,MM,1714862125
298,el granada,37.5027,-122.4694,286.52,85,75,5.66,US,1714862089
299,geraldton,-28.7667,114.6,284.38,87,1,4.12,AU,1714862125
300,cranbrook,49.4999,-115.7688,289.06,23,75,1.03,CA,1714861920
301,monrovia,6.3005,-10.7969,300.8,89,100,3.27,LR,1714862125
302,badagara,11.6,75.5833,300.56,79,68,3.04,IN,1714862125
303,yiyang,28.5892,112.3283,288.43,91,100,1.16,CN,1714862125
304,newman,37.3138,-121.0208,284.29,88,100,5.36,US,1714862126
305,xinyuan,37.3,99.0,274.34,52,95,1.02,CN,1714862126
306,kidatu,-7.6992,36.9572,292.89,99,100,1.02,TZ,1714862126
307,twon-brass,4.3151,6.2418,301.63,78,79,3.67,NG,1714862126
308,kenai,60.5544,-151.2583,284.2,44,100,8.23,US,1714862126
309,limassol,34.675,33.0333,292.19,63,20,6.69,CY,1714861976
310,saint-philippe,-21.3585,55.7679,295.92,80,98,6.47,RE,1714862126
311,ciputat,-6.2375,106.6956,299.27,83,20,2.06,ID,1714862026
312,wynne,35.2245,-90.7868,298.37,58,56,2.5,US,1714862126
313,chibougamau,49.9168,-74.3659,287.94,72,20,4.12,CA,1714862126
314,chelak,39.9203,66.8611,289.57,85,100,1.84,UZ,1714862126
315,luganville,-15.5333,167.1667,299.75,86,100,4.71,VU,1714862126
316,pangody,65.85,74.4859,268.59,90,100,8.14,RU,1714861940
317,severodvinsk,64.5635,39.8302,272.11,95,100,5.31,RU,1714862126
318,richards bay,-28.783,32.0377,294.51,74,0,6.97,ZA,1714862127
319,angaur state,6.906,134.13,301.42,72,48,7.98,PW,1714862127
320,manfalut,27.3104,30.97,300.29,20,19,3.79,EG,1714862127
321,strezhevoy,60.7333,77.5889,274.24,75,100,5.81,RU,1714862127
322,kani keli,-12.9536,45.1033,300.74,73,87,1.57,YT,1714862127
323,queenstown,-31.8976,26.8753,288.31,41,11,0.93,ZA,1714862127
324,kismayo,-0.3582,42.5454,299.43,84,100,6.01,SO,1714862127
325,waingapu,-9.6567,120.2641,297.99,80,4,2.56,ID,1714862127
326,notodden,59.5594,9.2585,285.79,76,50,0.69,NO,1714862127
327,beya,53.0533,90.9139,284.11,84,100,0.99,RU,1714862127
328,playas,-2.6333,-80.3833,298.59,79,56,5.18,EC,1714862127
329,aleppo,36.25,37.5,288.12,74,1,9.11,SY,1714862127
330,sao felix do xingu,-6.6447,-51.995,297.69,90,20,1.16,BR,1714862128
331,dubois,38.3464,-86.8897,301.0,57,40,4.63,US,1714862128
332,bikenibeu village,1.3673,173.1241,304.13,74,75,4.12,KI,1714862128
333,kasane,-17.8167,25.15,287.86,43,3,2.27,BW,1714862128
334,minas de marcona,-15.2119,-75.1103,289.31,86,11,5.78,PE,1714862128
335,venancio aires,-29.6064,-52.1919,293.86,99,100,1.22,BR,1714861863
336,conceicao da barra,-18.5933,-39.7322,297.53,84,4,1.98,BR,1714862109
337,princeville,45.7668,-61.2985,281.27,87,100,2.57,CA,1714862128
338,visakhapatnam,17.69,83.2093,301.41,89,44,4.36,IN,1714862088
339,tawau,4.2498,117.8871,299.22,84,99,1.51,MY,1714862128
340,malanje,-9.5402,16.341,290.61,63,21,0.6,AO,1714862128
341,sitka,57.0531,-135.33,286.09,62,75,3.09,US,1714862002
342,treffurt,51.1333,10.2333,286.4,83,100,2.11,DE,1714862128
343,mulayjah,27.271,48.4242,298.88,47,0,1.83,SA,1714862129
344,kardla,58.9978,22.7492,279.29,85,12,3.73,EE,1714862129
345,poronaysk,49.2167,143.1167,275.72,73,89,5.03,RU,1714862129
346,garuhape,-26.8177,-54.9566,298.17,98,72,0.63,AR,1714862129
347,katabu,-4.9333,122.5167,296.81,95,100,0.54,ID,1714862129
348,hutchinson island south,27.2995,-80.2205,301.18,70,40,6.71,US,1714862056
349,jesus de otoro,14.4833,-87.9833,305.96,22,2,3.04,HN,1714862129
350,walvis bay,-22.9575,14.5053,288.68,88,0,1.54,NA,1714862129
351,suntar,62.1444,117.6319,274.0,96,100,2.61,RU,1714862129
352,berkane,34.9084,-2.3461,290.97,41,5,0.71,MA,1714862129
353,port-vila,-17.7338,168.3219,298.93,78,75,4.63,VU,1714862129
354,kirensk,57.7853,108.1119,279.8,89,63,0.89,RU,1714861998
355,san martin de los andes,-40.1604,-71.3486,276.29,97,99,6.71,AR,1714862129
356,deqen,29.9618,90.7188,275.65,80,100,3.31,CN,1714862129
357,troitsko-pechorsk,62.7084,56.1964,269.09,85,41,2.24,RU,1714862130
358,rio preto da eva,-2.6994,-59.6997,298.1,98,100,1.14,BR,1714861981
359,puerto aysen,-45.4,-72.7,274.18,98,73,2.01,CL,1714862044
360,kuta,-8.7233,115.1723,298.15,94,20,1.54,ID,1714862130
361,rousinov,49.2013,16.8822,287.14,84,0,2.06,CZ,1714862130
362,tondon,10.3667,-13.35,300.44,81,100,1.35,GN,1714862130
